ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0071383,cellular response to steroid hormone stimulus,Oct-90,209/18614,6.72E-08,1.33E-06,6.49E-07,8289/9611/3480/2099/3169/672/27086/387/6597/677,10
GO:0003281,ventricular septum development,Jul-90,74/18614,6.74E-08,1.33E-06,6.49E-07,2625/4193/6926/2263/4089/4851/639,7
GO:0045661,regulation of myoblast differentiation,Jul-90,74/18614,6.74E-08,1.33E-06,6.49E-07,57492/8289/6926/4851/6597/677/55193,7
GO:0032868,response to insulin,Nov-90,272/18614,7.95E-08,1.55E-06,7.60E-07,5290/5925/207/896/3480/5295/208/7494/677/324/3265,11
GO:1903039,positive regulation of leukocyte cell-cell adhesion,Nov-90,273/18614,8.25E-08,1.60E-06,7.84E-07,5290/2625/57492/207/8289/865/861/7494/387/6597/55193,11
GO:0030518,intracellular steroid hormone receptor signaling pathway,Aug-90,115/18614,8.44E-08,1.62E-06,7.93E-07,8289/9611/2099/3169/672/27086/387/6597,8
GO:1903707,negative regulation of hemopoiesis,Aug-90,115/18614,8.44E-08,1.62E-06,7.93E-07,4609/2064/55294/865/4763/5295/1021/861,8
GO:0006469,negative regulation of protein kinase activity,Oct-90,217/18614,9.56E-08,1.82E-06,8.93E-07,5728/5925/1029/207/1030/4763/1027/324/868/4221,10
GO:0007159,leukocyte cell-cell adhesion,13/90,415/18614,9.67E-08,1.83E-06,8.97E-07,5290/2064/2625/57492/207/8289/865/861/7494/387/6597/868/55193,13
GO:0090287,regulation of cellular response to growth factor stimulus,Dec-90,345/18614,1.02E-07,1.92E-06,9.39E-07,7157/80139/2260/2625/1030/4853/1387/4089/8312/4851/4221/6794,12
GO:1901215,negative regulation of neuron death,Oct-90,219/18614,1.04E-07,1.95E-06,9.55E-07,5290/595/6416/207/3845/2065/387/4436/673/3265,10
GO:0060525,prostate glandular acinus development,Apr-90,10/18614,1.05E-07,1.95E-06,9.57E-07,2099/3169/2263/4851,4
GO:0046632,alpha-beta T cell differentiation,Aug-90,119/18614,1.10E-07,2.04E-06,9.98E-07,2625/865/27086/861/387/4221/673/639,8
GO:0030850,prostate gland development,Jun-90,48/18614,1.12E-07,2.07E-06,1.01E-06,2099/3169/2263/1027/4851/6794,6
GO:2001022,positive regulation of response to DNA damage stimulus,Sep-90,167/18614,1.15E-07,2.10E-06,1.03E-06,4609/57492/8289/1956/672/545/472/6597/55193,9
GO:0006304,DNA modification,Aug-90,120/18614,1.18E-07,2.13E-06,1.04E-06,4609/2625/672/10664/1788/8239/546/54790,8
GO:0043200,response to amino acid,Aug-90,120/18614,1.18E-07,2.13E-06,1.04E-06,5290/3480/1956/1788/7494/5156/387/1027,8
GO:0072089,stem cell proliferation,Aug-90,121/18614,1.25E-07,2.25E-06,1.10E-06,7157/898/6926/675/4763/861/4851/677,8
GO:0044773,mitotic DNA damage checkpoint signaling,Jul-90,81/18614,1.27E-07,2.27E-06,1.11E-06,7157/595/4193/672/472/1027/4436,7
GO:0090100,positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway,Aug-90,122/18614,1.34E-07,2.38E-06,1.16E-06,1030/4853/1387/4089/8312/4851/4221/6794,8
GO:0033598,mammary gland epithelial cell proliferation,May-90,26/18614,1.43E-07,2.53E-06,1.24E-06,595/80139/2625/675/2099,5
GO:0046777,protein autophosphorylation,Oct-90,227/18614,1.46E-07,2.56E-06,1.25E-06,2064/2260/207/3480/1956/5156/545/2263/472/6794,10
GO:0001837,epithelial to mesenchymal transition,Sep-90,172/18614,1.48E-07,2.59E-06,1.27E-06,5728/80139/2260/2625/6926/3169/2263/4089/4851,9
GO:0046631,alpha-beta T cell activation,Sep-90,175/18614,1.72E-07,2.97E-06,1.45E-06,2625/865/27086/861/387/868/4221/673/639,9
GO:0003206,cardiac chamber morphogenesis,Aug-90,126/18614,1.72E-07,2.97E-06,1.45E-06,7157/2625/4193/6926/4853/2263/4089/4851,8
GO:0006289,nucleotide-excision repair,Jul-90,85/18614,1.77E-07,3.03E-06,1.48E-06,7157/57492/8289/675/6597/55193/2072,7
GO:0044774,mitotic DNA integrity checkpoint signaling,Jul-90,85/18614,1.77E-07,3.03E-06,1.48E-06,7157/595/4193/672/472/1027/4436,7
GO:0048660,regulation of smooth muscle cell proliferation,Sep-90,176/18614,1.80E-07,3.06E-06,1.50E-06,5290/5728/207/3480/4763/27086/2263/387/1027,9
GO:0071482,cellular response to light stimulus,Aug-90,127/18614,1.82E-07,3.09E-06,1.51E-06,7157/4609/5295/208/1387/545/6794/2072,8
GO:0003197,endocardial cushion development,Jun-90,52/18614,1.84E-07,3.09E-06,1.51E-06,4193/6926/2065/4089/4851/324,6
GO:0042060,wound healing,13/90,439/18614,1.85E-07,3.09E-06,1.52E-06,5290/5728/2064/4763/4853/7494/5156/2065/2263/387/4089/2778/3265,13
GO:0032259,methylation,Dec-90,365/18614,1.87E-07,3.12E-06,1.53E-06,4609/2625/672/10664/7403/29072/1788/4089/546/54880/4221/639,12
GO:0033077,T cell differentiation in thymus,Jul-90,86/18614,1.92E-07,3.18E-06,1.56E-06,7157/2064/2625/1021/677/6794/673,7
GO:0009743,response to carbohydrate,Oct-90,234/18614,1.93E-07,3.18E-06,1.56E-06,5290/6416/3480/7494/387/4089/1027/6597/677/4221,10
GO:0008286,insulin receptor signaling pathway,Aug-90,128/18614,1.94E-07,3.18E-06,1.56E-06,5290/207/896/3480/5295/208/324/3265,8
GO:0010001,glial cell differentiation,Oct-90,235/18614,2.01E-07,3.28E-06,1.60E-06,5728/2064/207/4763/3845/1021/208/2065/387/4851,10
GO:0045931,positive regulation of mitotic cell cycle,Aug-90,129/18614,2.06E-07,3.33E-06,1.63E-06,595/5925/207/896/4193/675/1956/3169,8
GO:0048146,positive regulation of fibroblast proliferation,Jun-90,53/18614,2.06E-07,3.33E-06,1.63E-06,4609/1956/2099/1021/5156/3265,6
GO:0048659,smooth muscle cell proliferation,Sep-90,180/18614,2.18E-07,3.50E-06,1.72E-06,5290/5728/207/3480/4763/27086/2263/387/1027,9
GO:0014009,glial cell proliferation,Jun-90,54/18614,2.31E-07,3.67E-06,1.80E-06,7157/5925/1030/4763/3845/4851,6
GO:0038127,ERBB signaling pathway,Aug-90,131/18614,2.32E-07,3.67E-06,1.80E-06,5290/2064/207/55294/1956/2065/868/673,8
GO:0051983,regulation of chromosome segregation,Aug-90,131/18614,2.32E-07,3.67E-06,1.80E-06,5925/57492/8289/472/6597/324/55193/701,8
GO:0033673,negative regulation of kinase activity,Oct-90,239/18614,2.35E-07,3.70E-06,1.81E-06,5728/5925/1029/207/1030/4763/1027/324/868/4221,10
GO:0006479,protein methylation,Sep-90,182/18614,2.40E-07,3.73E-06,1.83E-06,2625/672/7403/29072/1788/4089/54880/4221/639,9
GO:0008213,protein alkylation,Sep-90,182/18614,2.40E-07,3.73E-06,1.83E-06,2625/672/7403/29072/1788/4089/54880/4221/639,9
GO:0001892,embryonic placenta development,Jul-90,89/18614,2.44E-07,3.76E-06,1.84E-06,207/1956/29072/2263/677/841/639,7
GO:0060191,regulation of lipase activity,Jul-90,89/18614,2.44E-07,3.76E-06,1.84E-06,2260/1956/2099/5156/2263/387/3265,7
GO:0031571,mitotic G1 DNA damage checkpoint signaling,May-90,29/18614,2.56E-07,3.91E-06,1.92E-06,7157/595/4193/472/1027,5
GO:0044819,mitotic G1/S transition checkpoint signaling,May-90,29/18614,2.56E-07,3.91E-06,1.92E-06,7157/595/4193/472/1027,5
GO:0010518,positive regulation of phospholipase activity,Jun-90,55/18614,2.59E-07,3.92E-06,1.92E-06,2260/1956/2099/5156/2263/3265,6
GO:0043525,positive regulation of neuron apoptotic process,Jun-90,55/18614,2.59E-07,3.92E-06,1.92E-06,7157/6416/55294/4763/387/472,6
GO:0048738,cardiac muscle tissue development,Oct-90,243/18614,2.74E-07,4.13E-06,2.02E-06,6416/6926/4853/27086/861/5156/2065/2263/4089/4851,10
GO:0043401,steroid hormone mediated signaling pathway,Aug-90,135/18614,2.92E-07,4.38E-06,2.15E-06,8289/9611/2099/3169/672/27086/387/6597,8
GO:0031098,stress-activated protein kinase signaling cascade,Oct-90,245/18614,2.95E-07,4.38E-06,2.15E-06,4609/6416/9611/3480/1956/387/8312/677/4221/3265,10
GO:0001822,kidney development,Nov-90,310/18614,2.96E-07,4.38E-06,2.15E-06,4609/2625/4763/4853/5156/2263/387/4089/4851/171023/639,11
GO:0050767,regulation of neurogenesis,Dec-90,381/18614,2.96E-07,4.38E-06,2.15E-06,7157/5728/5925/999/1030/23013/4763/3845/1523/4851/6794/673,12
GO:0071480,cellular response to gamma radiation,May-90,30/18614,3.06E-07,4.48E-06,2.20E-06,7157/4193/545/472/3265,5
GO:1901216,positive regulation of neuron death,Jul-90,92/18614,3.06E-07,4.48E-06,2.20E-06,7157/6416/55294/4763/387/472/841,7
GO:0001101,response to acid chemical,Aug-90,136/18614,3.09E-07,4.51E-06,2.21E-06,5290/3480/1956/1788/7494/5156/387/1027,8
GO:0048863,stem cell differentiation,Oct-90,247/18614,3.18E-07,4.62E-06,2.26E-06,7157/6926/2099/3169/1021/29072/5156/2263/4089/4851,10
GO:0072132,mesenchyme morphogenesis,Jun-90,57/18614,3.21E-07,4.63E-06,2.27E-06,4609/4193/6926/4089/4851/324,6
GO:0016055,Wnt signaling pathway,13/90,461/18614,3.23E-07,4.63E-06,2.27E-06,595/5728/80139/2625/898/1956/2263/387/8312/4851/6597/324/6794,13
GO:0051960,regulation of nervous system development,13/90,461/18614,3.23E-07,4.63E-06,2.27E-06,7157/5728/5925/999/207/1030/23013/4763/3845/1523/4851/6794/673,13
GO:0034644,cellular response to UV,Jul-90,93/18614,3.30E-07,4.69E-06,2.30E-06,7157/4609/5295/1387/545/6794/2072,7
GO:0042593,glucose homeostasis,Oct-90,248/18614,3.31E-07,4.69E-06,2.30E-06,5290/207/3480/5295/3169/7494/4089/6597/4221/6794,10
GO:0198738,cell-cell signaling by wnt,13/90,463/18614,3.39E-07,4.80E-06,2.35E-06,595/5728/80139/2625/898/1956/2263/387/8312/4851/6597/324/6794,13
GO:0033500,carbohydrate homeostasis,Oct-90,249/18614,3.43E-07,4.82E-06,2.36E-06,5290/207/3480/5295/3169/7494/4089/6597/4221/6794,10
GO:0070372,regulation of ERK1 and ERK2 cascade,Nov-90,315/18614,3.47E-07,4.86E-06,2.38E-06,5728/2064/55294/1956/4853/5156/2263/4089/4851/673/3265,11
GO:0097305,response to alcohol,Oct-90,252/18614,3.83E-07,5.34E-06,2.61E-06,595/2625/999/207/3480/672/1788/2263/387/841,10
GO:1904019,epithelial cell apoptotic process,Aug-90,140/18614,3.86E-07,5.36E-06,2.63E-06,2625/5925/3480/2099/1788/1027/677/673,8
GO:0007062,sister chromatid cohesion,Jun-90,59/18614,3.96E-07,5.47E-06,2.68E-06,5925/55294/10664/546/10735/701,6
GO:0072001,renal system development,Nov-90,320/18614,4.06E-07,5.58E-06,2.73E-06,4609/2625/4763/4853/5156/2263/387/4089/4851/171023/639,11
GO:0014706,striated muscle tissue development,Oct-90,259/18614,4.92E-07,6.75E-06,3.30E-06,6416/6926/4853/27086/861/5156/2065/2263/4089/4851,10
GO:0003007,heart morphogenesis,Oct-90,262/18614,5.47E-07,7.46E-06,3.65E-06,7157/2625/4193/6926/4853/2263/4089/4851/324/171023,10
GO:0071824,protein-DNA complex subunit organization,Oct-90,263/18614,5.67E-07,7.69E-06,3.77E-06,7157/4609/5925/8289/2099/9439/29072/546/6597/4778,10
GO:0017015,regulation of transforming growth factor beta receptor signaling pathway,Aug-90,148/18614,5.90E-07,7.98E-06,3.91E-06,7157/80139/1030/1387/4089/8312/4221/6794,8
GO:0051568,histone H3-K4 methylation,Jun-90,64/18614,6.46E-07,8.66E-06,4.24E-06,2625/672/7403/4089/54880/4221,6
GO:0042692,muscle cell differentiation,Dec-90,410/18614,6.46E-07,8.66E-06,4.24E-06,5925/6416/207/4193/6926/3845/27086/7494/5156/2263/4089/4851,12
GO:0008630,intrinsic apoptotic signaling pathway in response to DNA damage,Jul-90,103/18614,6.63E-07,8.85E-06,4.33E-06,7157/675/5295/672/472/4292/4436,7
GO:0033599,regulation of mammary gland epithelial cell proliferation,Apr-90,15/18614,6.70E-07,8.90E-06,4.36E-06,595/80139/2625/675,4
GO:1903844,regulation of cellular response to transforming growth factor beta stimulus,Aug-90,151/18614,6.88E-07,9.11E-06,4.46E-06,7157/80139/1030/1387/4089/8312/4221/6794,8
GO:0034968,histone lysine methylation,Jul-90,104/18614,7.08E-07,9.33E-06,4.57E-06,2625/672/7403/29072/4089/54880/4221,7
GO:0043410,positive regulation of MAPK cascade,13/90,495/18614,7.22E-07,9.46E-06,4.63E-06,2064/2260/6416/55294/3480/1956/4853/5156/2263/8312/4851/673/3265,13
GO:0071322,cellular response to carbohydrate stimulus,Aug-90,152/18614,7.23E-07,9.46E-06,4.63E-06,5290/6416/3480/7494/4089/6597/677/4221,8
GO:0001655,urogenital system development,Jun-90,66/18614,7.77E-07,1.01E-05,4.93E-06,2099/3169/2263/1027/4851/6794,6
GO:0010517,regulation of phospholipase activity,Jun-90,66/18614,7.77E-07,1.01E-05,4.93E-06,2260/1956/2099/5156/2263/3265,6
GO:0002064,epithelial cell development,Sep-90,210/18614,7.99E-07,1.03E-05,5.06E-06,207/2099/3169/1021/4853/546/4851/171023/639,9
GO:1901796,regulation of signal transduction by p53 class mediator,Jul-90,106/18614,8.06E-07,1.04E-05,5.08E-06,7157/4609/207/4193/545/472/6794,7
GO:0033144,negative regulation of intracellular steroid hormone receptor signaling pathway,May-90,37/18614,9.11E-07,1.17E-05,5.72E-06,9611/672/27086/387/6597,5
GO:0036294,cellular response to decreased oxygen levels,Aug-90,157/18614,9.24E-07,1.17E-05,5.75E-06,7157/4609/207/4193/1788/1027/4851/677,8
GO:0048754,branching morphogenesis of an epithelial tube,Aug-90,157/18614,9.24E-07,1.17E-05,5.75E-06,4609/6926/3845/2099/3169/2263/4089/4851,8
GO:0043491,protein kinase B signaling,Sep-90,215/18614,9.73E-07,1.23E-05,6.01E-06,5290/5728/2260/2625/207/3480/1956/677/6794,9
GO:1904035,regulation of epithelial cell apoptotic process,Jul-90,109/18614,9.74E-07,1.23E-05,6.01E-06,2625/5925/3480/2099/1027/677/673,7
GO:0007409,axonogenesis,Dec-90,427/18614,9.91E-07,1.24E-05,6.09E-06,5728/2064/2625/999/3480/4853/8239/2263/4089/4851/6794/673,12
GO:0007179,transforming growth factor beta receptor signaling pathway,Sep-90,218/18614,1.09E-06,1.37E-05,6.69E-06,7157/80139/1030/1387/8239/4089/8312/4221/6794,9
GO:0007548,sex differentiation,Oct-90,283/18614,1.10E-06,1.37E-05,6.73E-06,595/2625/6926/675/2099/5156/4089/472/546/4436,10
GO:0090399,replicative senescence,Apr-90,17/18614,1.16E-06,1.44E-05,7.04E-06,7157/1029/545/472,4
GO:0045737,positive regulation of cyclin-dependent protein serine/threonine kinase activity,May-90,39/18614,1.19E-06,1.47E-05,7.20E-06,595/207/896/1956/1027,5
GO:0070316,regulation of G0 to G1 transition,May-90,39/18614,1.19E-06,1.47E-05,7.20E-06,57492/8289/1030/6597/55193,5
GO:0010810,regulation of cell-substrate adhesion,Sep-90,222/18614,1.27E-06,1.56E-05,7.62E-06,5728/1029/4763/5295/1021/387/4851/4221/673,9
GO:0033143,regulation of intracellular steroid hormone receptor signaling pathway,Jun-90,72/18614,1.31E-06,1.59E-05,7.81E-06,9611/3169/672/27086/387/6597,6
GO:0007173,epidermal growth factor receptor signaling pathway,Jul-90,114/18614,1.32E-06,1.60E-05,7.85E-06,5290/2064/207/55294/1956/868/673,7
GO:0045936,negative regulation of phosphate metabolic process,Dec-90,439/18614,1.32E-06,1.60E-05,7.85E-06,7157/5728/5925/1029/207/1030/9611/4763/1027/324/868/4221,12
GO:0042176,regulation of protein catabolic process,Nov-90,361/18614,1.33E-06,1.60E-05,7.85E-06,999/207/55294/4193/1956/8239/4089/8312/1027/324/868,11
GO:0009410,response to xenobiotic stimulus,Dec-90,440/18614,1.36E-06,1.62E-05,7.94E-06,7157/4609/595/2625/5925/999/1788/545/387/1027/5395/673,12
GO:0010563,negative regulation of phosphorus metabolic process,Dec-90,440/18614,1.36E-06,1.62E-05,7.94E-06,7157/5728/5925/1029/207/1030/9611/4763/1027/324/868/4221,12
GO:0010863,positive regulation of phospholipase C activity,May-90,40/18614,1.36E-06,1.62E-05,7.94E-06,2260/1956/2099/5156/3265,5
GO:0010639,negative regulation of organelle organization,Nov-90,362/18614,1.36E-06,1.62E-05,7.94E-06,7157/5290/207/5295/672/4089/472/546/324/701/2072,11
GO:0035710,"CD4-positive, alpha-beta T cell activation",Jul-90,115/18614,1.40E-06,1.66E-05,8.12E-06,2625/865/27086/861/868/4221/673,7
GO:0030856,regulation of epithelial cell differentiation,Aug-90,166/18614,1.41E-06,1.66E-05,8.14E-06,595/2625/1030/6926/3845/1027/4851/677,8
GO:0006977,"DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest",Apr-90,18/18614,1.48E-06,1.75E-05,8.55E-06,7157/4193/472/1027,4
GO:0002067,glandular epithelial cell differentiation,Jun-90,74/18614,1.54E-06,1.79E-05,8.76E-06,207/3169/1021/2263/4851/4221,6
GO:0046661,male sex differentiation,Aug-90,168/18614,1.54E-06,1.79E-05,8.76E-06,595/2625/6926/2099/5156/4089/546/4436,8
GO:0003203,endocardial cushion morphogenesis,May-90,41/18614,1.54E-06,1.79E-05,8.76E-06,4193/6926/4089/4851/324,5
GO:0045023,G0 to G1 transition,May-90,41/18614,1.54E-06,1.79E-05,8.76E-06,57492/8289/1030/6597/55193,5
GO:0008406,gonad development,Sep-90,228/18614,1.58E-06,1.83E-05,8.95E-06,595/2625/675/2099/5156/4089/472/546/4436,9
GO:0002065,columnar/cuboidal epithelial cell differentiation,Jul-90,118/18614,1.66E-06,1.91E-05,9.37E-06,207/3169/1021/2263/4851/4221/639,7
GO:0018108,peptidyl-tyrosine phosphorylation,Nov-90,370/18614,1.69E-06,1.93E-05,9.47E-06,7157/2064/2260/6416/55294/3480/1956/5156/2065/2263/868,11
GO:0051146,striated muscle cell differentiation,Oct-90,297/18614,1.71E-06,1.95E-05,9.54E-06,5925/6416/207/6926/3845/27086/7494/5156/4089/4851,10
GO:0000280,nuclear division,Dec-90,450/18614,1.71E-06,1.95E-05,9.55E-06,5925/898/675/387/472/546/1027/4292/10735/324/701/2072,12
GO:0010631,epithelial cell migration,Nov-90,371/18614,1.73E-06,1.96E-05,9.61E-06,5290/5728/2260/2625/207/55294/4763/27086/387/4089/4851,11
GO:1900274,regulation of phospholipase C activity,May-90,42/18614,1.74E-06,1.96E-05,9.62E-06,2260/1956/2099/5156/3265,5
GO:1904031,positive regulation of cyclin-dependent protein kinase activity,May-90,42/18614,1.74E-06,1.96E-05,9.62E-06,595/207/896/1956/1027,5
GO:0018212,peptidyl-tyrosine modification,Nov-90,372/18614,1.78E-06,1.99E-05,9.76E-06,7157/2064/2260/6416/55294/3480/1956/5156/2065/2263/868,11
GO:0007422,peripheral nervous system development,Jun-90,76/18614,1.80E-06,2.01E-05,9.85E-06,2064/207/4763/208/861/2065,6
GO:0071453,cellular response to oxygen levels,Aug-90,172/18614,1.84E-06,2.05E-05,1.00E-05,7157/4609/207/4193/1788/1027/4851/677,8
GO:0018205,peptidyl-lysine modification,Nov-90,374/18614,1.87E-06,2.07E-05,1.01E-05,2625/4193/23451/675/672/7403/29072/1387/4089/54880/4221,11
GO:0090132,epithelium migration,Nov-90,374/18614,1.87E-06,2.07E-05,1.01E-05,5290/5728/2260/2625/207/55294/4763/27086/387/4089/4851,11
GO:0045137,development of primary sexual characteristics,Sep-90,233/18614,1.89E-06,2.09E-05,1.02E-05,595/2625/675/2099/5156/4089/472/546/4436,9
GO:0090092,regulation of transmembrane receptor protein serine/threonine kinase signaling pathway,Oct-90,301/18614,1.92E-06,2.11E-05,1.03E-05,7157/80139/1030/4853/1387/4089/8312/4851/4221/6794,10
GO:0090130,tissue migration,Nov-90,379/18614,2.13E-06,2.33E-05,1.14E-05,5290/5728/2260/2625/207/55294/4763/27086/387/4089/4851,11
GO:0051403,stress-activated MAPK cascade,Sep-90,237/18614,2.18E-06,2.38E-05,1.16E-05,4609/6416/9611/3480/1956/8312/677/4221/3265,9
GO:0018022,peptidyl-lysine methylation,Jul-90,123/18614,2.20E-06,2.39E-05,1.17E-05,2625/672/7403/29072/4089/54880/4221,7
GO:2001233,regulation of apoptotic signaling pathway,Nov-90,381/18614,2.24E-06,2.43E-05,1.19E-05,7157/4609/5728/2260/5925/207/55294/4193/4763/672/7494,11
GO:0045655,regulation of monocyte differentiation,Apr-90,20/18614,2.33E-06,2.52E-05,1.23E-05,4609/1021/27086/677,4
GO:0042326,negative regulation of phosphorylation,Nov-90,383/18614,2.35E-06,2.53E-05,1.24E-05,5728/5925/1029/207/1030/9611/4763/1027/324/868/4221,11
GO:0007219,Notch signaling pathway,Aug-90,179/18614,2.48E-06,2.65E-05,1.30E-05,207/55294/23013/3169/1021/4853/1027/4851,8
GO:0014014,negative regulation of gliogenesis,May-90,45/18614,2.48E-06,2.65E-05,1.30E-05,7157/5925/1030/4763/4851,5
GO:0007389,pattern specification process,Dec-90,467/18614,2.51E-06,2.68E-05,1.31E-05,7157/6926/3169/4853/2263/79728/4089/472/8312/54880/4851/324,12
GO:0035265,organ growth,Aug-90,180/18614,2.58E-06,2.72E-05,1.33E-05,5728/6416/207/2099/27086/861/2263/4851,8
GO:0003231,cardiac ventricle development,Jul-90,126/18614,2.58E-06,2.72E-05,1.33E-05,2625/4193/6926/2263/4089/4851/639,7
GO:0045471,response to ethanol,Jul-90,126/18614,2.58E-06,2.72E-05,1.33E-05,595/2625/3480/1788/2263/387/841,7
GO:0032986,protein-DNA complex disassembly,Apr-90,21/18614,2.87E-06,3.02E-05,1.48E-05,4609/8289/6597/4778,4
GO:0045444,fat cell differentiation,Sep-90,246/18614,2.96E-06,3.10E-05,1.52E-05,595/2625/207/208/7494/5156/8312/677/171023,9
GO:0016570,histone modification,Dec-90,475/18614,2.99E-06,3.13E-05,1.53E-05,7157/2625/23451/675/672/7403/29072/1387/4089/54880/4221/171023,12
GO:0072332,intrinsic apoptotic signaling pathway by p53 class mediator,Jun-90,83/18614,3.02E-06,3.14E-05,1.54E-05,7157/4609/4193/675/4436/6794,6
GO:0030521,androgen receptor signaling pathway,May-90,47/18614,3.09E-06,3.19E-05,1.56E-05,8289/9611/27086/387/6597,5
GO:1905314,semi-lunar valve development,May-90,47/18614,3.09E-06,3.19E-05,1.56E-05,2625/5925/4853/387/4851,5
GO:0061564,axon development,Dec-90,479/18614,3.26E-06,3.36E-05,1.65E-05,5728/2064/2625/999/3480/4853/8239/2263/4089/4851/6794/673,12
